"X","X.1","X.2","Round.1","Round.1.1","X.3","Totals","Totals.1","Totals.2","Totals.3","Totals.4","Shooting","Shooting.1","Shooting.2","Per.Game","Per.Game.1","Per.Game.2","Per.Game.3","Advanced","Advanced.1","Advanced.2","Advanced.3","year"
"11","11","DEN","Doug McDermott\mcderdo01","Creighton University","5","323","6468","2498","698","255",".454",".403",".827","20.0","7.7","2.2","0.8","10.0",".074","-3.1","-1.7",14
"12","12","ORL","Dario Saric\saricda01","","3","221","5977","2804","1387","479",".431",".357",".827","27.0","12.7","6.3","2.2","10.3",".083","-0.6","2.2",14
"13","13","MIN","Zach LaVine\lavinza01","University of California Los Angeles","5","287","8561","4554","959","995",".445",".372",".831","29.8","15.9","3.3","3.5","7.9",".044","-1.6","0.9",14
"14","14","PHO","T.J. Warren\warretj01","North Carolina State University","5","261","7234","3754","1078","293",".497",".340",".766","27.7","14.4","4.1","1.1","13.1",".087","-1.3","1.3",14
"15","15","ATL","Adreian Payne\paynead01","Michigan State University","4","107","1403","429","315","66",".406",".254",".680","13.1","4.0","2.9","0.6","-0.6","-.019","-5.5","-1.2",14
"16","16","CHI","Jusuf Nurkic\nurkiju01","","5","300","6816","3442","2361","555",".492",".077",".661","22.7","11.5","7.9","1.9","15.5",".109","1.2","5.5",14
"17","17","BOS","James Young\youngja01","University of Kentucky","4","95","812","219","96","28",".367",".277",".563","8.5","2.3","1.0","0.3","0.8",".046","-4.0","-0.4",14
"18","18","PHO","Tyler Ennis\ennisty01","Syracuse University","4","186","2336","779","250","359",".419",".317",".768","12.6","4.2","1.3","1.9","1.3",".026","-4.6","-1.5",14
"19","19","CHI","Gary Harris\harriga01","Michigan State University","5","293","8340","3665","747","631",".461",".363",".803","28.5","12.5","2.5","2.2","15.3",".088","0.0","4.2",14
"20","20","TOR","Bruno Caboclo\cabocbr01","","5","52","583","166","99","29",".347",".286",".923","11.2","3.2","1.9","0.6","0.2",".019","-2.9","-0.1",14
"21","21","OKC","Mitch McGary\mcgarmi01","University of Michigan","2","52","557","227","183","17",".527",".000",".580","10.7","4.4","3.5","0.3","1.3",".108","-3.1","-0.2",14
"22","22","MEM","Jordan Adams\adamsjo01","University of California Los Angeles","2","32","263","101","30","19",".402",".385",".607","8.2","3.2","0.9","0.6","0.4",".070","-0.5","0.1",14
"23","23","UTA","Rodney Hood\hoodro01","Duke University","5","303","8265","3841","878","587",".421",".367",".841","27.3","12.7","2.9","1.9","15.4",".090","-1.0","2.1",14
"24","24","CHH","Shabazz Napier\napiesh01","University of Connecticut","5","286","4596","1833","491","581",".393",".353",".812","16.1","6.4","1.7","2.0","6.3",".065","-1.6","0.5",14
"25","25","HOU","Clint Capela\capelca01","","5","276","6789","3226","2457","248",".630",".000",".513","24.6","11.7","8.9","0.9","27.7",".196","1.6","6.2",14
"26","26","MIA","P.J. Hairston\hairspj02","University of North Carolina","2","111","2000","664","266","59",".343",".295",".810","18.0","6.0","2.4","0.5","0.9",".021","-3.9","-1.0",14
"27","27","PHO","Bogdan Bogdanovic\bogdabo01","","2","129","3633","1669","413","464",".433",".366",".829","28.2","12.9","3.2","3.6","4.8",".064","-0.9","1.1",14
"28","28","LAC","C.J. Wilcox\wilcocj01","University of Washington","3","66","376","132","31","30",".370",".333",".813","5.7","2.0","0.5","0.5","0.1",".007","-5.2","-0.3",14
"29","29","OKC","Josh Huestis\huestjo01","Stanford University","3","76","1068","187","180","23",".346",".312",".240","14.1","2.5","2.4","0.3","0.7",".030","-3.8","-0.5",14
"30","30","SAS","Kyle Anderson\anderky01","University of California Los Angeles","5","300","5882","1601","1171","572",".492",".324",".706","19.6","5.3","3.9","1.9","15.6",".127","2.2","6.2",14
"31","31","MIL","Damien Inglis\inglida01","","1","20","156","36","31","10",".351",".231",".875","7.8","1.8","1.6","0.5","-0.1","-.024","-6.4","-0.2",14
"32","32","PHI","K.J. McDaniels\mcdankj01","Clemson University","3","148","2092","782","324","95",".412",".290",".776","14.1","5.3","2.2","0.6","1.3",".030","-3.3","-0.7",14
"33","33","CLE","Joe Harris\harrijo01","University of Virginia","5","247","5446","2249","670","363",".476",".423",".803","22.0","9.1","2.7","1.5","9.4",".083","-0.7","1.8",14
"34","34","NYK","Cleanthony Early\earlycl01","Wichita State University","2","56","801","241","123","42",".346",".263",".750","14.3","4.3","2.2","0.8","-0.6","-.039","-5.7","-0.8",14
"35","35","UTA","Jarnell Stokes\stokeja01","University of Tennessee","3","28","151","67","40","7",".581","",".531","5.4","2.4","1.4","0.3","0.6",".202","1.0","0.1",14
"36","36","MIL","Johnny O'Bryant III\obryajo01","Louisiana State University","4","147","1684","509","352","69",".402",".360",".663","11.5","3.5","2.4","0.5","0.2",".006","-6.4","-1.9",14
"37","37","TOR","DeAndre Daniels\daniede01","University of Connecticut","","","","","","","","","","","","","","","","","",14
"38","38","DET","Spencer Dinwiddie\dinwisp01","University of Colorado","5","237","5721","2527","612","1094",".410",".328",".796","24.1","10.7","2.6","4.6","12.7",".107","-0.6","2.0",14
"39","39","PHI","Jerami Grant\grantje01","Syracuse University","5","364","8603","3093","1399","378",".462",".322",".651","23.6","8.5","3.8","1.0","16.9",".094","-1.2","1.8",14
"40","40","MIN","Glenn Robinson III\robingl02","University of Michigan","5","207","2994","900","435","114",".436",".365",".727","14.5","4.3","2.1","0.6","4.3",".069","-2.6","-0.5",14
"41","41","DEN","Nikola Jokic\jokicni01","","4","290","8166","4679","2746","1480",".523",".353",".835","28.2","16.1","9.5","5.1","36.7",".216","7.6","19.7",14
"42","42","HOU","Nick Johnson\johnsni01","University of Arizona","1","28","262","74","39","11",".347",".238",".680","9.4","2.6","1.4","0.4","-0.1","-.020","-7.3","-0.3",14
"43","43","ATL","Walter Tavares\tavarwa01","","2","13","101","33","32","4",".625","",".273","7.8","2.5","2.5","0.3","0.2",".118","-0.6","0.0",14
"44","44","MIN","Markel Brown\brownma02","Oklahoma State University","3","113","1794","584","234","132",".380",".295",".781","15.9","5.2","2.1","1.2","1.1",".029","-2.8","-0.4",14
"45","45","CHH","Dwight Powell\poweldw01","Stanford University","5","313","5353","2237","1346","268",".547",".296",".743","17.1","7.1","4.3","0.9","19.8",".178","1.8","5.2",14
"46","46","WAS","Jordan Clarkson\clarkjo01","University of Missouri","5","364","10007","5327","1180","985",".444",".337",".813","27.5","14.6","3.2","2.7","10.2",".049","-1.7","0.8",14
"47","47","PHI","Russ Smith\smithru01","University of Louisville","2","27","131","53","15","19",".319",".188",".769","4.9","2.0","0.6","0.7","-0.2","-.068","-6.4","-0.1",14
"48","48","MIL","Lamar Patterson\pattela01","University of Pittsburgh","2","40","435","93","57","45",".326",".236",".720","10.9","2.3","1.4","1.1","0.1",".006","-5.5","-0.4",14
"49","49","CHI","Cameron Bairstow\bairsca01","University of New Mexico","2","36","167","44","36","7",".296",".200",".846","4.6","1.2","1.0","0.2","-0.1","-.021","-7.7","-0.2",14
"50","50","PHO","Alec Brown\brownal01","University of Wisconsin-Green Bay","","","","","","","","","","","","","","","","","",14
"51","51","NYK","Thanasis Antetokounmpo\antetth01","","1","2","6","6","1","0",".750",".000","","3.0","3.0","0.5","0.0","0.0",".291","-4.1","0.0",14
"52","52","PHI","Vasilije Micic\micicva01","","","","","","","","","","","","","","","","","","",14
"53","53","MIN","Alessandro Gentile\gential01","","","","","","","","","","","","","","","","","","",14
"54","54","PHI","Nemanja Dangubic\dangune01","","","","","","","","","","","","","","","","","","",14
"55","55","MIA","Semaj Christon\chrisse01","Xavier University","1","64","973","183","87","130",".345",".190",".548","15.2","2.9","1.4","2.0","0.1",".006","-6.3","-1.1",14
"56","56","DEN","Roy Devyn Marble\marblde01","University of Iowa","2","44","457","97","69","29",".304",".222",".375","10.4","2.2","1.6","0.7","-0.3","-.028","-5.0","-0.3",14
"57","57","IND","Louis Labeyrie\labeylo01","","","","","","","","","","","","","","","","","","",14
"58","58","SAS","Jordan McRae\mcraejo01","University of Tennessee","3","78","751","341","82","55",".425",".409",".743","9.6","4.4","1.1","0.7","0.7",".043","-5.4","-0.7",14
"59","59","TOR","Xavier Thames\thamexa01","San Diego State University","","","","","","","","","","","","","","","","","",14
"60","60","SAS","Cory Jefferson\jeffeco01","Baylor University","2","58","581","205","161","16",".444",".125",".583","10.0","3.5","2.8","0.3","0.9",".071","-4.6","-0.4",14
"1","1","MIN","Karl-Anthony Towns\townska01","University of Kentucky","4","307","10606","6767","3629","783",".538",".390",".835","34.5","22.0","11.8","2.6","43.8",".198","5.0","18.7",15
"2","2","LAL","D'Angelo Russell\russeda01","Ohio State University","4","256","7251","4106","921","1261",".418",".351",".773","28.3","16.0","3.6","4.9","5.7",".038","0.0","3.6",15
"3","3","PHI","Jahlil Okafor\okafoja01","Duke University","4","175","3730","2032","896","162",".527",".182",".685","21.3","11.6","5.1","0.9","4.9",".063","-3.5","-1.4",15
"4","4","NYK","Kristaps Porzingis\porzikr01","","3","186","5764","3312","1317","248",".437",".361",".804","31.0","17.8","7.1","1.3","12.1",".100","-0.1","2.8",15
"5","5","ORL","Mario Hezonja\hezonma01","","4","267","4946","1884","780","326",".414",".323",".801","18.5","7.1","2.9","1.2","2.2",".021","-3.1","-1.4",15
"6","6","SAC","Willie Cauley-Stein\caulewi01","University of Kentucky","4","277","6637","2789","1731","447",".528",".222",".612","24.0","10.1","6.2","1.6","15.7",".113","0.5","4.2",15
"7","7","DEN","Emmanuel Mudiay\mudiaem01","","4","232","5903","2689","703","966",".391",".318",".734","25.4","11.6","3.0","4.2","-1.1","-.009","-3.7","-2.6",15
"8","8","DET","Stanley Johnson\johnsst04","University of Arizona","4","275","5995","1906","939","404",".371",".290",".760","21.8","6.9","3.4","1.5","3.3",".026","-2.1","-0.1",15
"9","9","CHO","Frank Kaminsky\kaminfr01","University of Wisconsin","4","263","5830","2522","1035","417",".417",".347",".757","22.2","9.6","3.9","1.6","9.9",".081","-1.2","1.2",15
"10","10","MIA","Justise Winslow\winslju01","Duke University","4","220","6206","1930","1174","569",".418",".341",".647","28.2","8.8","5.3","2.6","7.4",".057","-0.8","1.8",15
"11","11","IND","Myles Turner\turnemy01","University of Texas at Austin","4","263","7353","3368","1725","323",".498",".363",".773","28.0","12.8","6.6","1.2","20.7",".135","1.3","6.2",15
"12","12","UTA","Trey Lyles\lylestr01","University of Kentucky","4","279","4955","2159","1104","296",".432",".332",".704","17.8","7.7","4.0","1.1","8.2",".079","-2.4","-0.5",15
"13","13","PHO","Devin Booker\bookede01","University of Kentucky","4","258","8451","5350","881","1056",".432",".355",".852","32.8","20.7","3.4","4.1","8.3",".047","-1.5","1.1",15
"14","14","OKC","Cameron Payne\payneca01","Murray State University","4","153","2454","914","274","382",".397",".331",".775","16.0","6.0","1.8","2.5","2.3",".045","-2.9","-0.6",15
"15","15","ATL","Kelly Oubre\oubreke01","University of Kansas","4","286","6241","2608","1052","233",".421",".320",".776","21.8","9.1","3.7","0.8","8.1",".063","-2.3","-0.5",15
"16","16","BOS","Terry Rozier\roziete01","University of Louisville","4","255","5062","1926","917","590",".376",".353",".779","19.9","7.6","3.6","2.3","9.4",".089","-0.5","2.0",15
"17","17","MIL","Rashad Vaughn\vaughra01","University of Nevada Las Vegas","3","139","1671","423","158","75",".337",".313",".692","12.0","3.0","1.1","0.5","-0.6","-.017","-5.6","-1.5",15
"18","18","HOU","Sam Dekker\dekkesa01","University of Wisconsin","4","190","2922","1047","582","150",".486",".290",".614","15.4","5.5","3.1","0.8","5.5",".090","-1.7","0.2",15
"19","19","WAS","Jerian Grant\grantje02","University of Notre Dame","4","264","4823","1625","512","781",".410",".318",".776","18.3","6.2","1.9","3.0","8.0",".079","-2.0","0.0",15
"20","20","TOR","Delon Wright\wrighde01","University of Utah","4","181","3257","1228","454","429",".444",".341",".818","18.0","6.8","2.5","2.4","8.8",".130","1.5","2.9",15
"21","21","DAL","Justin Anderson\anderju01","University of Virginia","4","203","2667","1068","515","133",".417",".289",".782","13.1","5.3","2.5","0.7","4.2",".076","-2.0","0.0",15
"22","22","CHI","Bobby Portis\portibo01","University of Arkansas","4","230","4523","2285","1372","251",".462",".356",".741","19.7","9.9","6.0","1.1","8.5",".090","-1.9","0.1",15
"23","23","POR","Rondae Hollis-Jefferson\holliro01","University of Arizona","4","228","5437","2262","1339","452",".445",".225",".742","23.8","9.9","5.9","2.0","9.0",".079","-1.0","1.4",15
"24","24","CLE","Tyus Jones\jonesty01","Duke University","4","228","3838","1057","333","700",".413",".327",".812","16.8","4.6","1.5","3.1","7.2",".091","-1.2","0.7",15
"25","25","MEM","Jarell Martin\martija01","Louisiana State University","4","174","2853","975","618","110",".436",".354",".767","16.4","5.6","3.6","0.6","3.1",".052","-3.8","-1.3",15
"26","26","SAS","Nikola Milutinov\milutni01","","","","","","","","","","","","","","","","","","",15
"27","27","LAL","Larry Nance Jr.\nancela02","University of Wyoming","4","246","5543","1862","1564","387",".540",".291",".691","22.5","7.6","6.4","1.6","15.3",".133","2.0","5.6",15
"28","28","BOS","R.J. Hunter\hunterj01","Georgia State University","3","44","369","116","43","16",".361",".282",".889","8.4","2.6","1.0","0.4","0.3",".039","-3.8","-0.2",15
"29","29","BRK","Chris McCullough\mcculch01","Syracuse University","3","59","532","194","112","15",".426",".306",".548","9.0","3.3","1.9","0.3","0.6",".054","-2.3","0.0",15
"30","30","GSW","Kevon Looney\looneke01","University of California Los Angeles","4","186","2611","798","700","177",".583",".192",".594","14.0","4.3","3.8","1.0","8.9",".164","2.0","2.6",15
"31","31","MIN","Cedi Osman\osmande01","","2","119","2501","996","394","179",".448",".356",".720","21.0","8.4","3.3","1.5","2.2",".041","-2.3","-0.2",15
"32","32","HOU","Montrezl Harrell\harremo01","University of Louisville","4","239","4479","2574","1026","277",".633",".107",".619","18.7","10.8","4.3","1.2","17.7",".189","2.4","5.0",15
"33","33","BOS","Jordan Mickey\mickejo01","Louisiana State University","3","64","482","152","128","17",".449",".118",".605","7.5","2.4","2.0","0.3","0.5",".050","-4.8","-0.3",15
"34","34","LAL","Anthony Brown\brownan02","Stanford University","3","41","762","161","103","28",".328",".286",".850","18.6","3.9","2.5","0.7","-0.2","-.016","-4.8","-0.5",15
"35","35","PHI","Willy Hernangomez\hernawi01","","3","165","2436","1161","934","170",".530",".386",".690","14.8","7.0","5.7","1.0","7.1",".140","0.0","1.2",15
"36","36","MIN","Rakeem Christmas\chrisra01","Syracuse University","2","30","225","63","57","4",".467","",".724","7.5","2.1","1.9","0.1","0.5",".105","-4.0","-0.1",15
"37","37","PHI","Richaun Holmes\holmeri01","Bowling Green State University","4","215","3613","1619","925","202",".568",".257",".697","16.8","7.5","4.3","0.9","11.7",".155","1.2","3.0",15
"38","38","DET","Darrun Hilliard\hillida01","Villanova University","3","91","859","295","85","71",".377",".304",".747","9.4","3.2","0.9","0.8","0.3",".016","-5.1","-0.7",15
"39","39","CHO","Juan Pablo Vaulet\vauleju01","","","","","","","","","","","","","","","","","","",15
"40","40","MIA","Josh Richardson\richajo01","University of Tennessee","4","247","7534","2986","782","690",".429",".374",".816","30.5","12.1","3.2","2.8","15.0",".095","0.8","5.3",15
"41","41","BRK","Pat Connaughton\connapa01","University of Notre Dame","4","198","2724","824","388","213",".424",".335",".805","13.8","4.2","2.0","1.1","4.9",".086","-1.3","0.5",15
"42","42","UTA","Olivier Hanlan\hanlaol01","Boston College","","","","","","","","","","","","","","","","","",15
"43","43","IND","Joseph Young\youngjo01","University of Oregon","3","127","1077","429","130","119",".393",".296",".768","8.5","3.4","1.0","0.9","0.4",".016","-5.3","-0.9",15
"44","44","PHO","Andrew Harrison\harrian01","University of Kentucky","3","145","2987","1012","287","399",".373",".294",".779","20.6","7.0","2.0","2.8","3.2",".051","-2.7","-0.5",15
"45","45","BOS","Marcus Thornton\thornma02","College of William & Mary","","","","","","","","","","","","","","","","","",15
"46","46","MIL","Norman Powell\powelno01","University of California Los Angeles","4","237","3933","1632","481","284",".434",".331",".803","16.6","6.9","2.0","1.2","6.4",".078","-1.6","0.4",15
"47","47","PHI","Arturas Gudaitis\gudaiar01","","","","","","","","","","","","","","","","","","",15
"48","48","OKC","Dakari Johnson\johnsda04","University of Kentucky","1","31","161","55","34","8",".564","",".550","5.2","1.8","1.1","0.3","0.6",".178","0.3","0.1",15
"49","49","WAS","Aaron White\whiteaa01","University of Iowa","","","","","","","","","","","","","","","","","",15
"50","50","ATL","Marcus Eriksson\eriksma01","","","","","","","","","","","","","","","","","","",15
"51","51","ORL","Tyler Harvey\harvety01","Eastern Washington University","","","","","","","","","","","","","","","","","",15
"52","52","DAL","Satnam Singh\singhsa01","","","","","","","","","","","","","","","","","","",15
"53","53","CLE","Sir'Dominic Pointer\pointsi01","St. John's University","","","","","","","","","","","","","","","","","",15
"54","54","UTA","Dani Diez\diezda01","","","","","","","","","","","","","","","","","","",15
"55","55","SAS","Cady Lalanne\lalanca01","University of Massachusetts Amherst","","","","","","","","","","","","","","","","","",15
"56","56","NOP","Branden Dawson\dawsobr01","Michigan State University","1","6","29","5","4","0",".400","","1.000","4.8","0.8","0.7","0.0","0.0",".069","-6.6","0.0",15
"57","57","DEN","Nikola Radicevic\radicni01","","","","","","","","","","","","","","","","","","",15
"58","58","PHI","J.P. Tokoto\tokotjp01","University of North Carolina","","","","","","","","","","","","","","","","","",15
"59","59","ATL","Dimitrios Agravanis\agravdi01","","","","","","","","","","","","","","","","","","",15
"60","60","PHI","Luka Mitrovic\mitrolu01","","","","","","","","","","","","","","","","","","",15
"1","1","PHI","Ben Simmons\simmobe01","Louisiana State University","2","143","4850","2334","1226","1149",".555",".000",".575","33.9","16.3","8.6","8.0","15.8",".156","4.4","7.8",16
"2","2","LAL","Brandon Ingram\ingrabr01","Duke University","3","190","6014","2639","897","550",".458",".329",".662","31.7","13.9","4.7","2.9","4.6",".036","-2.7","-1.0",16
"3","3","BOS","Jaylen Brown\brownja02","University of California","3","207","5022","2283","828","258",".458",".356",".667","24.3","11.0","4.0","1.2","8.3",".079","-1.8","0.2",16
"4","4","PHO","Dragan Bender\bendedr01","","3","154","3016","785","548","176",".384",".329",".682","19.6","5.1","3.6","1.1","-0.3","-.004","-3.3","-1.0",16
"5","5","MIN","Kris Dunn\dunnkr01","Providence College","3","166","3971","1404","531","721",".419",".320",".715","23.9","8.5","3.2","4.3","1.5",".018","-1.3","0.7",16
"6","6","NOP","Buddy Hield\hieldbu01","University of Oklahoma","3","225","5920","3267","907","427",".449",".423",".867","26.3","14.5","4.0","1.9","8.8",".071","-0.5","2.2",16
"7","7","DEN","Jamal Murray\murraja01","University of Kentucky","3","220","6219","3208","750","728",".431",".364",".879","28.3","14.6","3.4","3.3","10.4",".080","-1.0","1.6",16
"8","8","SAC","Marquese Chriss\chrisma01","University of Washington","3","180","3562","1425","822","157",".433",".307",".625","19.8","7.9","4.6","0.9","2.5",".033","-2.1","-0.1",16
"9","9","TOR","Jakob Poeltl\poeltja01","University of Utah","3","197","3091","1058","866","143",".638",".500",".568","15.7","5.4","4.4","0.7","10.7",".166","2.5","3.5",16
"10","10","MIL","Thon Maker\makerth01","","3","175","2351","785","465","93",".425",".330",".667","13.4","4.5","2.7","0.5","4.0",".082","-2.1","-0.1",16
"11","11","ORL","Domantas Sabonis\sabondo01","Gonzaga University","3","214","4909","2181","1408","395",".512",".343",".729","22.9","10.2","6.6","1.8","12.2",".119","-0.4","2.0",16
"12","12","UTA","Taurean Prince\princta02","Baylor University","3","182","4592","2037","699","351",".424",".374",".828","25.2","11.2","3.8","1.9","4.0",".042","-1.4","0.6",16
"13","13","PHO","Georgios Papagiannis\papagge01","","2","39","477","160","123","29",".514",".000",".857","12.2","4.1","3.2","0.7","0.4",".044","-3.0","-0.1",16
"14","14","CHI","Denzel Valentine\valende01","Michigan State University","2","134","3071","1074","544","307",".399",".374",".754","22.9","8.0","4.1","2.3","3.1",".048","-1.2","0.6",16
"15","15","DEN","Juan Hernangomez\hernaju01","","3","145","2380","781","492","90",".442",".373",".762","16.4","5.4","3.4","0.6","5.1",".103","-1.1","0.5",16
"16","16","BOS","Guerschon Yabusele\yabusgu01","","2","64","408","139","88","28",".430",".286",".694","6.4","2.2","1.4","0.4","0.9",".105","-1.0","0.1",16
"17","17","MEM","Wade Baldwin\baldwwa01","Vanderbilt University","3","56","579","174","69","78",".355",".250",".776","10.3","3.1","1.2","1.4","-0.3","-.028","-5.7","-0.5",16
"18","18","DET","Henry Ellenson\ellenhe01","Marquette University","3","64","598","260","153","34",".364",".342",".800","9.3","4.1","2.4","0.5","0.1",".008","-6.6","-0.7",16
"19","19","DEN","Malik Beasley\beaslma01","Florida State University","3","147","2264","1019","250","122",".477",".407",".800","15.4","6.9","1.7","0.8","4.9",".104","-1.3","0.4",16
"20","20","IND","Caris LeVert\leverca01","University of Michigan","3","152","3763","1685","543","503",".440",".328",".719","24.8","11.1","3.6","3.3","5.1",".065","-0.6","1.3",16
"21","21","ATL","DeAndre Bembry\bembrde01","Saint Joseph's University","3","129","2414","764","412","243",".437",".282",".570","18.7","5.9","3.2","1.9","0.2",".004","-3.2","-0.8",16
"22","22","CHO","Malachi Richardson\richama01","Syracuse University","3","70","625","198","70","24",".358",".301",".783","8.9","2.8","1.0","0.3","-0.1","-.009","-6.8","-0.8",16
"23","23","BOS","Ante Zizic\zizican01","","2","77","989","440","295","37",".579","",".727","12.8","5.7","3.8","0.5","2.4",".115","-3.0","-0.2",16
"24","24","PHI","Timothe Luwawu\luwawti01","","3","153","2288","837","267","140",".382",".317",".823","15.0","5.5","1.7","0.9","1.5",".031","-4.7","-1.6",16
"25","25","LAC","Brice Johnson\johnsbr02","University of North Carolina","2","21","107","47","34","3",".449",".000",".600","5.1","2.2","1.6","0.1","0.1",".062","-2.5","0.0",16
"26","26","PHI","Furkan Korkmaz\korkmfu01","","2","60","734","292","116","55",".389",".327",".804","12.2","4.9","1.9","0.9","1.1",".073","-2.4","-0.1",16
"27","27","TOR","Pascal Siakam\siakapa01","New Mexico State University","3","199","4545","1848","991","360",".528",".297",".732","22.8","9.3","5.0","1.8","13.5",".143","2.1","4.7",16
"28","28","PHO","Skal Labissiere\labissk01","University of Kentucky","3","108","1969","848","475","105",".475",".357",".754","18.2","7.9","4.4","1.0","2.7",".065","-2.7","-0.4",16
"29","29","SAS","Dejounte Murray\murrade01","University of Washington","2","119","2065","784","501","279",".441",".316",".708","17.4","6.6","4.2","2.3","3.2",".074","0.3","1.2",16
"30","30","GSW","Damian Jones\jonesda03","Vanderbilt University","3","49","584","174","112","30",".643","",".577","11.9","3.6","2.3","0.6","1.5",".126","-0.4","0.2",16
"31","31","BOS","Deyonta Davis\davisde01","Michigan State University","2","98","1181","418","310","42",".593","",".640","12.1","4.3","3.2","0.4","3.2",".130","-1.5","0.2",16
"32","32","LAL","Ivica Zubac\zubaciv01","","3","124","1727","810","517","98",".532",".000",".760","13.9","6.5","4.2","0.8","4.3",".119","-1.8","0.1",16
"33","33","LAC","Cheick Diallo\diallch01","University of Kansas","3","117","1376","605","503","40",".587",".000",".734","11.8","5.2","4.3","0.3","4.3",".149","-2.7","-0.2",16
"34","34","PHO","Tyler Ulis\ulisty01","University of Kentucky","3","133","2782","998","223","537",".403",".280",".808","20.9","7.5","1.7","4.0","0.5",".008","-4.7","-1.9",16
"35","35","BOS","Rade Zagorac\zagorra01","","","","","","","","","","","","","","","","","","",16
"36","36","MIL","Malcolm Brogdon\brogdma01","University of Virginia","3","182","5144","2345","648","663",".485",".412",".896","28.3","12.9","3.6","3.6","13.4",".125","0.1","2.7",16
"37","37","HOU","Chinanu Onuaku\onuakch01","University of Louisville","2","6","74","18","14","4",".583","","1.000","12.3","3.0","2.3","0.7","0.1",".043","-4.1","0.0",16
"38","38","MIL","Patrick McCaw\mccawpa01","University of Nevada Las Vegas","3","146","2263","553","215","173",".415",".285",".800","15.5","3.8","1.5","1.2","2.4",".052","-2.5","-0.3",16
"39","39","NOP","David Michineau\michida01","","","","","","","","","","","","","","","","","","",16
"40","40","NOP","Diamond Stone\stonedi01","University of Maryland","1","7","24","10","6","0",".231","","1.000","3.4","1.4","0.9","0.0","-0.1","-.211","-24.1","-0.1",16
"41","41","ORL","Stephen Zimmerman\zimmest01","University of Nevada Las Vegas","1","19","108","23","35","4",".323","",".600","5.7","1.2","1.8","0.2","0.0","-.005","-7.3","-0.1",16
"42","42","UTA","Isaiah Whitehead\whiteis01","Seton Hall University","2","89","1823","643","210","212",".411",".305",".788","20.5","7.2","2.4","2.4","-0.9","-.025","-4.9","-1.4",16
"43","43","HOU","Zhou Qi\qizh01","","2","19","125","24","22","2",".212",".105",".667","6.6","1.3","1.2","0.1","-0.2","-.093","-7.1","-0.2",16
"44","44","ATL","Isaia Cordinier\cordiis01","","","","","","","","","","","","","","","","","","",16
"45","45","BOS","Demetrius Jackson\jacksde01","University of Notre Dame","3","26","136","48","19","17",".486",".286",".667","5.2","1.8","0.7","0.7","0.2",".087","-2.1","0.0",16
"46","46","DAL","A.J. Hammons\hammoaj01","Purdue University","1","22","163","48","36","4",".405",".500",".450","7.4","2.2","1.6","0.2","0.0","-.001","-5.6","-0.1",16
"47","47","ORL","Jake Layman\laymaja01","University of Maryland","3","122","1373","526","205","60",".461",".319",".730","11.3","4.3","1.7","0.5","2.3",".082","-1.3","0.2",16
"48","48","CHI","Paul Zipser\zipsepa01","","2","98","1667","458","256","82",".371",".335",".769","17.0","4.7","2.6","0.8","0.0","-.001","-4.8","-1.2",16
"49","49","DET","Michael Gbinije\gbinimi01","Syracuse University","1","9","32","4","3","2",".100",".000","1.000","3.6","0.4","0.3","0.2","-0.1","-.136","-10.5","-0.1",16
"50","50","IND","Georges Niang\niangge01","Iowa State University","3","74","437","161","80","29",".391",".345",".765","5.9","2.2","1.1","0.4","0.4",".042","-3.6","-0.2",16
"51","51","BOS","Ben Bentil\bentibe01","Providence College","1","3","10","0","2","0",".000",".000","","3.3","0.0","0.7","0.0","-0.1","-.473","-26.9","-0.1",16
"52","52","UTA","Joel Bolomboy\bolomjo01","Weber State University","2","18","91","31","27","2",".545",".200",".500","5.1","1.7","1.5","0.1","0.3",".132","-3.7","0.0",16
"53","53","DEN","Petr Cornelie\cornepe01","","","","","","","","","","","","","","","","","","",16
"54","54","ATL","Kay Felder\feldeka01","Oakland University","2","58","526","223","59","78",".364",".268",".754","9.1","3.8","1.0","1.3","-0.4","-.041","-7.7","-0.8",16
"55","55","BRK","Marcus Paige\paigema01","University of North Carolina","1","5","28","12","4","3",".286",".250","1.000","5.6","2.4","0.8","0.6","0.0","-.006","-6.9","0.0",16
"56","56","DEN","Daniel Hamilton\hamilda02","University of Connecticut","2","25","232","69","52","30",".394",".357",".500","9.3","2.8","2.1","1.2","0.0",".000","-5.3","-0.2",16
"57","57","MEM","Wang Zhelin\sheliwa01","","","","","","","","","","","","","","","","","","",16
"58","58","BOS","Abdel Nader\naderab01","Iowa State University","2","92","998","322","150","40",".394",".360",".662","10.8","3.5","1.6","0.4","0.7",".034","-5.2","-0.8",16
"59","59","SAC","Isaiah Cousins\cousiis01","University of Oklahoma","","","","","","","","","","","","","","","","","",16
"60","60","UTA","Tyrone Wallace\wallaty01","University of California","2","81","1376","477","189","106",".434",".250",".674","17.0","5.9","2.3","1.3","0.6",".021","-3.4","-0.5",16
"1","1","PHI","Markelle Fultz\fultzma01","University of Washington","2","33","680","255","113","112",".414",".267",".534","20.6","7.7","3.4","3.4","0.6",".040","-2.9","-0.2",17
"2","2","LAL","Lonzo Ball\balllo01","University of California Los Angeles","2","99","3203","993","611","631",".380",".315",".437","32.4","10.0","6.2","6.4","3.5",".053","1.2","2.5",17
"3","3","BOS","Jayson Tatum\tatumja01","Duke University","2","144","4437","2144","802","246",".464",".400",".841","30.8","14.9","5.6","1.7","11.6",".125","0.3","2.6",17
